location_address1,location_address2,location_city,location_convocationLabel,location_fullAddress,location_giveBlood,location_givePlasma,location_givePlatelet,location_groupCode,location_id,location_latitude,location_longitude,location_name,location_phone,location_postCode,location_regionCode,location_regionName,location_samplingLocationCode,location_horaires,location_infos,location_metro,location_bus,location_tram,location_parking,location_debutInfos,location_finInfos,collection_date,collection_groupCode,collection_id,collection_isPublic,collection_isPublishable,collection_lpCode,collection_morningEndTime,collection_morningStartTime,collection_afternoonEndTime,collection_afternoonStartTime,collection_regionCode,collection_nature
,5 rue Jean Macé,59290 WASQUEHAL,Salle Pierre Herman,5 rue Jean Macé 59290 WASQUEHAL,True,False,False,LNL340,5024956,50.66992950439453,3.128741502761841,PH : 10h-19h,,,018,EFS Haut de France-Normandie,9,,,,,,,,,2023-07-10,LNL340,790756,True,,9,13:00:00,10:00:00,19:00:00,15:00:00,018,
,5 rue Jean Macé,59290 WASQUEHAL,Salle Pierre Herman,5 rue Jean Macé 59290 WASQUEHAL,True,False,False,LNL340,5024956,50.66992950439453,3.128741502761841,PH : 10h-19h,,,018,EFS Haut de France-Normandie,9,,,,,,,,,2023-08-08,LNL340,790757,True,,9,13:00:00,10:00:00,19:00:00,15:00:00,018,
Salle des Fêtes,Place de la Mairie - Derriere la Mairie,14210 EVRECY,Salle des Fêtes,Salle des Fêtes Place de la Mairie - Derriere la Mairie 14210 EVRECY,True,False,False,M1C107,5029466,49.0990104675293,-0.5028349757194519,Salle des Fêtes,,,018,EFS Haut de France-Normandie,294,,,,,,,,,2023-05-25,M1C107,819536,True,,294,,,19:30:00,16:00:00,018,
,22 Rue Am. DECRES,52120 CHATEAUVILLAIN,SALLE DES FETES,22 Rue Am. DECRES 52120 CHATEAUVILLAIN,True,False,False,JA0068,4986348,48.033180236816406,4.920544147491455,CHATEAUVILLAIN,,,020,EFS Grand Est,55,,,,,,,,,2023-06-20,JA0068,830068,True,,55,,,18:30:00,15:00:00,020,
,33 bis rue du Général Leclerc,59118 WAMBRECHIES,Salle des Fêtes,33 bis rue du Général Leclerc 59118 WAMBRECHIES,True,False,False,LNL190,5032030,50.68648910522461,3.0500283241271973,SDF : 10h-19h,,,018,EFS Haut de France-Normandie,6,,,,,,,,,2023-07-06,LNL190,791446,True,,6,13:00:00,10:00:00,19:00:00,15:00:00,018,
Salle Roland Fléchard,rue de Domfront,61140 LA CHAPELLE D'ANDAINE  RIVES D ANDAINE,Salle Roland Fléchard,Salle Roland Fléchard rue de Domfront 61140 LA CHAPELLE D'ANDAINE  RIVES D ANDAINE,True,False,False,M6O023,5042131,48.53702163696289,-0.47709399461746216,Salle Roland Fléchard,,,018,EFS Haut de France-Normandie,2,,,,,,,,,2023-07-03,M6O023,877609,True,,2,,,19:00:00,15:30:00,018,
,Rue de l'Europe,53160 BAIS,Salle Polyvalente,Rue de l'Europe 53160 BAIS,True,False,False,O53042,4972550,48.25566101074219,-0.36555400490760803,Salle Polyvalente,,,023,EFS Centre-Pays de la Loire,3,,,,,,,,,2023-06-20,O53042,801675,True,,3,,,19:00:00,15:30:00,023,
,AVENUE KENNEDY,08200 SEDAN,SALLE CENTRE SOCIAL LE LAC,AVENUE KENNEDY 08200 SEDAN,True,False,False,LRS140,5019214,49.69965362548828,4.946481227874756,SEDAN,,,020,EFS Grand Est,1,,,,,,,,,2023-06-16,LRS140,812094,True,,1,,,19:30:00,13:00:00,020,
,AVENUE KENNEDY,08200 SEDAN,SALLE CENTRE SOCIAL LE LAC,AVENUE KENNEDY 08200 SEDAN,True,False,False,LRS140,5019214,49.69965362548828,4.946481227874756,SEDAN,,,020,EFS Grand Est,1,,,,,,,,,2023-07-04,LRS140,812096,True,,1,,,19:30:00,14:00:00,020,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4973742,50.744998931884766,2.250991106033325,ST OMER VAUBAN Matin,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-05-23,LPS420,801369,True,,7,14:00:00,10:00:00,,,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4973742,50.744998931884766,2.250991106033325,ST OMER VAUBAN Matin,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-06-13,LPS420,801371,True,,7,14:00:00,10:00:00,,,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4973742,50.744998931884766,2.250991106033325,ST OMER VAUBAN Matin,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-07-18,LPS420,801373,True,,7,14:00:00,10:00:00,,,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4973742,50.744998931884766,2.250991106033325,ST OMER VAUBAN Matin,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-07-19,LPS420,801377,True,,7,14:00:00,10:00:00,,,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4973742,50.744998931884766,2.250991106033325,ST OMER VAUBAN Matin,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-08-08,LPS420,801379,True,,7,14:00:00,10:00:00,,,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4974278,50.744998931884766,2.250991106033325,ST OMER VAUBAN Après Midi,,,018,EFS Haut de France-Normandie,8,,,,,,,,,2023-05-23,LPS420,801370,True,,8,,,18:00:00,14:00:00,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4974278,50.744998931884766,2.250991106033325,ST OMER VAUBAN Après Midi,,,018,EFS Haut de France-Normandie,8,,,,,,,,,2023-06-13,LPS420,801372,True,,8,,,18:00:00,14:00:00,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4974278,50.744998931884766,2.250991106033325,ST OMER VAUBAN Après Midi,,,018,EFS Haut de France-Normandie,8,,,,,,,,,2023-07-18,LPS420,801374,True,,8,,,18:00:00,14:00:00,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4974278,50.744998931884766,2.250991106033325,ST OMER VAUBAN Après Midi,,,018,EFS Haut de France-Normandie,8,,,,,,,,,2023-07-19,LPS420,801378,True,,8,,,18:00:00,14:00:00,018,
Centre Municipal Vauban,Allée des Glacis,62500 ST OMER,Centre Municipal Vauban,Centre Municipal Vauban Allée des Glacis 62500 ST OMER,True,False,False,LPS420,4974278,50.744998931884766,2.250991106033325,ST OMER VAUBAN Après Midi,,,018,EFS Haut de France-Normandie,8,,,,,,,,,2023-08-08,LPS420,801380,True,,8,,,18:00:00,14:00:00,018,
Salle saint Castule,170 rue du collège,59700 MARCQ EN BAROEUL,Marcq Institution,Salle saint Castule 170 rue du collège 59700 MARCQ EN BAROEUL,True,False,False,LNLP14,5041713,50.682838439941406,3.1036250591278076,SC : 8h30-17h,,,018,EFS Haut de France-Normandie,6,,,,,,,,,2023-05-26,LNLP14,866712,False,,6,12:30:00,08:30:00,17:00:00,14:30:00,018,
,5 rue des champs,59390 TOUFFLERS,Restaurant scolaire,5 rue des champs 59390 TOUFFLERS,True,False,False,LNL285,5040759,50.66019058227539,3.2299764156341553,RC : 14h-19h,,,018,EFS Haut de France-Normandie,6,,,,,,,,,2023-06-07,LNL285,791749,True,,6,,,19:00:00,14:00:00,018,
,5 rue des champs,59390 TOUFFLERS,Restaurant scolaire,5 rue des champs 59390 TOUFFLERS,True,False,False,LNL285,5040759,50.66019058227539,3.2299764156341553,RC : 14h-19h,,,018,EFS Haut de France-Normandie,6,,,,,,,,,2023-08-09,LNL285,791750,True,,6,,,19:00:00,14:00:00,018,
Salle Henri Block,137 rue Jean Baptiste Delescluse,59170 CROIX,Centre Culturel Jacques Brel,Salle Henri Block 137 rue Jean Baptiste Delescluse 59170 CROIX,True,False,False,LNL332,5024925,50.67586135864258,3.149200201034546,JB-HB : 10h-19h,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-06-23,LNL332,790765,True,,7,13:00:00,10:00:00,19:00:00,15:00:00,018,
,Béguinage de la chapelette,59236 FRELINGHIEN,Salle du Béguinage,Béguinage de la chapelette 59236 FRELINGHIEN,True,False,False,LNL375,5037841,50.709774017333984,2.9338533878326416,SB : 14h-19h,,,018,EFS Haut de France-Normandie,5,,,,,,,,,2023-06-23,LNL375,793843,True,,5,,,19:00:00,14:00:00,018,
Le Forum,Avenue des Anciens Combattants,62360 ST LEONARD,Le Forum,Le Forum Avenue des Anciens Combattants 62360 ST LEONARD,True,False,False,LPBB14,5039572,50.690147399902344,1.6271470785140991,ST LEONARD,,,018,EFS Haut de France-Normandie,1,,,,,,,,,2023-08-12,LPBB14,807687,True,,1,12:00:00,08:30:00,,,018,
,Place de l'Eglise,08800 THILAY,SALLE DES FETES,Place de l'Eglise 08800 THILAY,True,False,False,LRC075,5020874,49.87251663208008,4.807499885559082,THILAY,,,020,EFS Grand Est,2235,,,,,,,,,2023-07-03,LRC075,809355,True,,2235,,,20:00:00,15:00:00,020,
,Rue Joseph Lambert,21140 SEMUR EN AUXOIS,Centre Polyvalent St Exupéry,Rue Joseph Lambert 21140 SEMUR EN AUXOIS,True,False,False,E21143,5020946,47.49109649658203,4.341444969177246,SEMUR EN AUXOIS (S),,,015,EFS Bourgogne Franche Comté,2,,,,,,,,,2023-05-24,E21143,796733,True,,2,,,19:00:00,14:00:00,015,
,Rue Joseph Lambert,21140 SEMUR EN AUXOIS,Centre Polyvalent St Exupéry,Rue Joseph Lambert 21140 SEMUR EN AUXOIS,True,False,False,E21143,5020946,47.49109649658203,4.341444969177246,SEMUR EN AUXOIS (S),,,015,EFS Bourgogne Franche Comté,2,,,,,,,,,2023-07-26,E21143,796756,True,,2,,,19:00:00,15:00:00,015,
,23 rue Jean Jaurès,59170 CROIX,Salle Gustave Dedecker,23 rue Jean Jaurès 59170 CROIX,True,False,False,LNL332,5031688,50.68031311035156,3.156198263168335,GD : 10h-19h,,,018,EFS Haut de France-Normandie,10,,,,,,,,,2023-07-07,LNL332,790766,True,,10,13:00:00,10:00:00,19:00:00,15:00:00,018,
,Rue de Lille,59890 QUESNOY SUR DEULE,Festi'val,Rue de Lille 59890 QUESNOY SUR DEULE,True,False,False,LNL374,5036185,50.705955505371094,3.0047223567962646,FV : 8h-13h,,,018,EFS Haut de France-Normandie,9,,,,,,,,,2023-06-17,LNL374,790637,True,,9,13:00:00,08:00:00,,,018,
,Place de la Grange Rouge,37250 MONTBAZON,MONTBAZON - Espace Atout Coeur,Place de la Grange Rouge 37250 MONTBAZON,True,False,False,O37009,5038279,47.29053497314453,0.7158368825912476,Espace Atout Coeur,,,023,EFS Centre-Pays de la Loire,1,,,,,,,,,2023-08-10,O37009,798842,True,,1,,,19:00:00,15:00:00,023,
,rue de Lille,59270 BAILLEUL,Salle des Fêtes,rue de Lille 59270 BAILLEUL,True,False,False,LNK410,5025142,50.737159729003906,2.7388975620269775,SDF : 10h-19h,,,018,EFS Haut de France-Normandie,3173,,,,,,,,,2023-06-19,LNK410,790056,True,,3173,13:00:00,10:00:00,19:00:00,15:00:00,018,
,rue de Lille,59270 BAILLEUL,Salle des Fêtes,rue de Lille 59270 BAILLEUL,True,False,False,LNK410,5025142,50.737159729003906,2.7388975620269775,SDF : 10h-19h,,,018,EFS Haut de France-Normandie,3173,,,,,,,,,2023-08-14,LNK410,790057,True,,3173,13:00:00,10:00:00,19:00:00,15:00:00,018,
,rue de Lille,59270 BAILLEUL,Salle des Fêtes,rue de Lille 59270 BAILLEUL,True,False,False,LNK410,5042206,50.737159729003906,2.7388975620269775,SDF : 8h-13h,,,018,EFS Haut de France-Normandie,9,,,,,,,,,2023-07-15,LNK410,790053,True,,9,13:00:00,08:00:00,,,018,
Salle du Bassin Joinville,rue du Bassin Près du Port,14470 COURSEULLES SUR MER,Salle du Bassin Joinville,Salle du Bassin Joinville rue du Bassin Près du Port 14470 COURSEULLES SUR MER,True,False,False,M1C034,5029307,49.333404541015625,-0.4631955027580261,SALLE DU BASSIN JOINVILLE,,,018,EFS Haut de France-Normandie,3,,,,,,,,,2023-06-02,M1C034,811233,True,,3,,,19:30:00,15:00:00,018,
Salle du Bassin Joinville,rue du Bassin Près du Port,14470 COURSEULLES SUR MER,Salle du Bassin Joinville,Salle du Bassin Joinville rue du Bassin Près du Port 14470 COURSEULLES SUR MER,True,False,False,M1C034,5029307,49.333404541015625,-0.4631955027580261,SALLE DU BASSIN JOINVILLE,,,018,EFS Haut de France-Normandie,3,,,,,,,,,2023-08-11,M1C034,811234,True,,3,,,19:30:00,15:00:00,018,
salle de Bee,199 avenue Paul Bert,59390 LYS LEZ LANNOY,Centre culturel Maurice Codron,salle de Bee 199 avenue Paul Bert 59390 LYS LEZ LANNOY,True,False,False,LNL281,5040322,50.67448425292969,3.210237503051758,CCMC-SB : 10h-19h,,,018,EFS Haut de France-Normandie,13,,,,,,,,,2023-05-31,LNL281,791496,True,,13,13:00:00,10:00:00,19:00:00,15:00:00,018,
Studio,Place des Canadiens,14740 BRETTEVILLE L ORGUEILLEUSE,Studio,Studio Place des Canadiens 14740 BRETTEVILLE L ORGUEILLEUSE,True,False,False,M1C017,5028909,49.20975112915039,-0.5105080008506775,STUDIO,,,018,EFS Haut de France-Normandie,3,,,,,,,,,2023-06-21,M1C017,829309,True,,3,,,19:30:00,16:00:00,018,
Marché Couvert,Place Rene Pauwels,14110 CONDE SUR NOIREAU,Marché Couvert,Marché Couvert Place Rene Pauwels 14110 CONDE SUR NOIREAU,True,False,False,M1C079,5029555,48.85099411010742,-0.5527639985084534,Marché Couvert,,,018,EFS Haut de France-Normandie,272,,,,,,,,,2023-05-16,M1C079,829317,True,,272,,,19:30:00,14:30:00,018,
Marché Couvert,Place Rene Pauwels,14110 CONDE SUR NOIREAU,Marché Couvert,Marché Couvert Place Rene Pauwels 14110 CONDE SUR NOIREAU,True,False,False,M1C079,5029555,48.85099411010742,-0.5527639985084534,Marché Couvert,,,018,EFS Haut de France-Normandie,272,,,,,,,,,2023-07-18,M1C079,829319,True,,272,,,19:30:00,15:00:00,018,
,Impasse de la Haye,37510 BALLAN MIRE,Centre d'animation de la Haye Salle des Charmilles,Impasse de la Haye 37510 BALLAN MIRE,True,False,False,G37015,5038732,47.331748962402344,0.6140649914741516,Salle des Charmilles,,,023,EFS Centre-Pays de la Loire,5,,,,,,,,,2023-08-08,G37015,797257,True,,5,,,19:00:00,15:00:00,023,
,54 Avenue Louis Fouchère,58640 VARENNES - VAUZELLES,Centre Gerard Philipe,54 Avenue Louis Fouchère 58640 VARENNES - VAUZELLES,True,False,False,E58060,5042154,47.01435089111328,3.145951509475708,Centre Gerard Philipe,,,015,EFS Bourgogne Franche Comté,6,,,,,,,,,2023-07-06,E58060,836144,True,,6,,,19:00:00,15:00:00,015,
,19 Rue de Lyon,21530 LA ROCHE EN BRENIL,Salle Polyvalente,19 Rue de Lyon 21530 LA ROCHE EN BRENIL,True,False,False,E21138,5042369,47.377811431884766,4.179189205169678,La Roche En Brénil,,,015,EFS Bourgogne Franche Comté,5,,,,,,,,,2023-08-12,E21138,805417,True,,5,12:00:00,08:30:00,,,015,
,1 rue Pierre de Coubertin,59100 ROUBAIX,Résidence les jardins du Vélodrome,1 rue Pierre de Coubertin 59100 ROUBAIX,True,False,False,LNL300,5038149,50.680458068847656,3.2109458446502686,RJV : 10h-19h,,,018,EFS Haut de France-Normandie,15,,,,,,,,,2023-05-16,LNL300,791484,True,,15,13:00:00,10:00:00,19:00:00,15:00:00,018,
,1 PLACE DE LA CORDEE,55110 DOULCON,SALLE DE LA CORDEE DES LOISIRS,1 PLACE DE LA CORDEE 55110 DOULCON,True,False,False,JN0039,4999062,49.37143325805664,5.1624860763549805,DOULCON (15h-19h30),,,020,EFS Grand Est,3,,,,,,,,,2023-05-19,JN0039,809362,True,,3,,,19:30:00,15:00:00,020,
,66 rue de Godewaersvelde,59270 FLETRE,Salle des Fêtes,66 rue de Godewaersvelde 59270 FLETRE,True,False,False,LNK377,5041387,50.75446319580078,2.6452457904815674,SDF : 14h-19h,,,018,EFS Haut de France-Normandie,5,,,,,,,,,2023-06-28,LNK377,793614,True,,5,,,19:00:00,14:00:00,018,
Salle Polyvalente,16 rue Pierre Huet,61100 FLERS,Salle Polyvalente,Salle Polyvalente 16 rue Pierre Huet 61100 FLERS,True,False,False,M6O088,5040647,48.74388122558594,-0.5520449876785278,Salle Polyvalente,,,018,EFS Haut de France-Normandie,804,,,,,,,,,2023-05-23,M6O088,868470,False,,804,,,17:00:00,13:30:00,018,
,Avenue Jean Jaurès,21150 VENAREY LES LAUMES,Espace Simone Veil,Avenue Jean Jaurès 21150 VENAREY LES LAUMES,True,False,False,E21123,5039256,47.542537689208984,4.449168682098389,VENAREY LES LAUMES (M),,,015,EFS Bourgogne Franche Comté,3,,,,,,,,,2023-06-27,E21123,796741,True,,3,13:00:00,09:00:00,,,015,
,rue Norbert Ségard,59910 BONDUES,Centre André Vandaele,rue Norbert Ségard 59910 BONDUES,True,False,False,LNL195,5019518,50.7060432434082,3.088793992996216,AV : 8h-13h,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-06-24,LNL195,790743,True,,7,13:00:00,08:00:00,,,018,
Salle Thélème,1 rue Joliot Curie,37260 MONTS,CEA ,Salle Thélème 1 rue Joliot Curie 37260 MONTS,True,False,False,G37067,5037774,47.29427719116211,0.6746762990951538,CEA - Salle Thélème,,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-06-05,G37067,800513,False,,2,12:30:00,09:00:00,,,023,
,Route de Malicorne,72430 NOYEN SUR SARTHE,Salle polyvalente,Route de Malicorne 72430 NOYEN SUR SARTHE,True,False,False,O72104,5008415,47.83917999267578,-0.10026299953460693,Salle polyvalente,,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-05-22,O72104,794953,True,,2,,,19:00:00,15:30:00,023,
,Route de Malicorne,72430 NOYEN SUR SARTHE,Salle polyvalente,Route de Malicorne 72430 NOYEN SUR SARTHE,True,False,False,O72104,5008415,47.83917999267578,-0.10026299953460693,Salle polyvalente,,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-08-07,O72104,795968,True,,2,,,19:00:00,15:30:00,023,
,Rue Pasteur,59115 LEERS,Salle Polyvalente Louis Pasteur,Rue Pasteur 59115 LEERS,True,False,False,LNL335,5036198,50.67875671386719,3.2421576976776123,SP-LP : 14h-19h,,,018,EFS Haut de France-Normandie,9,,,,,,,,,2023-06-05,LNL335,791658,True,,9,,,19:00:00,14:00:00,018,
Foyer Bar,78 Boulevard de Belfort,59100 ROUBAIX,Théâtre Pierre de Roubaix,Foyer Bar 78 Boulevard de Belfort 59100 ROUBAIX,True,False,False,LNL300,5042321,50.69015884399414,3.1864542961120605,TPR : 10h30-19h,,,018,EFS Haut de France-Normandie,16,,,,,,,,,2023-07-13,LNL300,791485,True,,16,13:00:00,10:30:00,19:00:00,15:00:00,018,
,Rue du 4 août,36100 ISSOUDUN,Maison des Associations,Rue du 4 août 36100 ISSOUDUN,True,False,False,G36048,5028942,46.946678161621094,1.993815541267395,Maison des Associations,,,023,EFS Centre-Pays de la Loire,1290,,,,,,,,,2023-05-31,G36048,813395,True,,1290,,,19:00:00,15:00:00,023,
,Rue du 4 août,36100 ISSOUDUN,Maison des Associations,Rue du 4 août 36100 ISSOUDUN,True,False,False,G36048,5028942,46.946678161621094,1.993815541267395,Maison des Associations,,,023,EFS Centre-Pays de la Loire,1290,,,,,,,,,2023-06-26,G36048,813396,True,,1290,,,19:00:00,15:00:00,023,
,Rue du 4 août,36100 ISSOUDUN,Maison des Associations,Rue du 4 août 36100 ISSOUDUN,True,False,False,G36048,5028942,46.946678161621094,1.993815541267395,Maison des Associations,,,023,EFS Centre-Pays de la Loire,1290,,,,,,,,,2023-07-31,G36048,813397,True,,1290,,,19:00:00,15:00:00,023,
,15 rue Kléber Vaudron,72800 DISSE SOUS LE LUDE,Salle des fêtes,15 rue Kléber Vaudron 72800 DISSE SOUS LE LUDE,True,False,False,O72098,5036633,47.60794448852539,0.15433500707149506,Salle des fêtes,,,023,EFS Centre-Pays de la Loire,10,,,,,,,,,2023-06-05,O72098,794967,True,,10,,,18:30:00,15:00:00,023,
Au Forum,rue du Collège,61100 FLERS,Au Forum,Au Forum rue du Collège 61100 FLERS,True,False,False,M6O057,5028915,48.74946594238281,-0.5596520900726318,Au Forum S,,,018,EFS Haut de France-Normandie,3,,,,,,,,,2023-05-26,M6O057,790924,True,,3,,,19:00:00,15:30:00,018,
Au Forum,rue du Collège,61100 FLERS,Au Forum,Au Forum rue du Collège 61100 FLERS,True,False,False,M6O057,5028915,48.74946594238281,-0.5596520900726318,Au Forum S,,,018,EFS Haut de France-Normandie,3,,,,,,,,,2023-06-30,M6O057,790926,True,,3,,,19:00:00,15:30:00,018,
Au Forum,rue du Collège,61100 FLERS,Au Forum,Au Forum rue du Collège 61100 FLERS,True,False,False,M6O057,5028915,48.74946594238281,-0.5596520900726318,Au Forum S,,,018,EFS Haut de France-Normandie,3,,,,,,,,,2023-07-28,M6O057,790928,True,,3,,,19:00:00,15:30:00,018,
Au Forum,rue du Collège,61100 FLERS,Au Forum,Au Forum rue du Collège 61100 FLERS,True,False,False,M6O057,5029480,48.74946594238281,-0.5596520900726318,Au Forum M,,,018,EFS Haut de France-Normandie,2,,,,,,,,,2023-05-26,M6O057,790923,True,,2,14:00:00,10:30:00,,,018,
Au Forum,rue du Collège,61100 FLERS,Au Forum,Au Forum rue du Collège 61100 FLERS,True,False,False,M6O057,5029480,48.74946594238281,-0.5596520900726318,Au Forum M,,,018,EFS Haut de France-Normandie,2,,,,,,,,,2023-06-30,M6O057,790925,True,,2,14:00:00,10:30:00,,,018,
Au Forum,rue du Collège,61100 FLERS,Au Forum,Au Forum rue du Collège 61100 FLERS,True,False,False,M6O057,5029480,48.74946594238281,-0.5596520900726318,Au Forum M,,,018,EFS Haut de France-Normandie,2,,,,,,,,,2023-07-28,M6O057,790927,True,,2,14:00:00,10:30:00,,,018,
,29 Rue Gallieni,59420 MOUVAUX,Salle Georges Courcol,29 Rue Gallieni 59420 MOUVAUX,True,False,False,LNL342,5036937,50.70091247558594,3.14197039604187,GC : 10h-19h,,,018,EFS Haut de France-Normandie,4,,,,,,,,,2023-05-22,LNL342,791790,True,,4,13:00:00,10:00:00,19:00:00,15:00:00,018,
,29 Rue Gallieni,59420 MOUVAUX,Salle Georges Courcol,29 Rue Gallieni 59420 MOUVAUX,True,False,False,LNL342,5036937,50.70091247558594,3.14197039604187,GC : 10h-19h,,,018,EFS Haut de France-Normandie,4,,,,,,,,,2023-07-17,LNL342,791791,True,,4,13:00:00,10:00:00,19:00:00,15:00:00,018,
,2 PLACE DE LA MAIRIE,55500 DAMMARIE-SUR-SAULX,SALLE DES FETES,2 PLACE DE LA MAIRIE 55500 DAMMARIE-SUR-SAULX,True,False,False,JN0351,5029664,48.59313201904297,5.237351417541504,SALLE DES FETES (16h00-19h30),,,020,EFS Grand Est,1573,,,,,,,,,2023-06-06,JN0351,797303,True,,1573,,,19:30:00,16:00:00,020,
,Place de l'hôtel de ville,08170 HAYBES,SALLE DU FOYER COMMUNAL,Place de l'hôtel de ville 08170 HAYBES,True,False,False,LRC064,5015006,50.01061248779297,4.7068939208984375,HAYBES,,,020,EFS Grand Est,2211,,,,,,,,,2023-06-27,LRC064,809353,True,,2211,,,20:00:00,15:00:00,020,
Centre Jacques Brel,Boulevard de la Liberté,62230 OUTREAU,Centre Jacques Brel,Centre Jacques Brel Boulevard de la Liberté 62230 OUTREAU,True,False,False,LPBB18,5037959,50.70882034301758,1.5871835947036743,OUTREAU JACQUES BREL AM,,,018,EFS Haut de France-Normandie,5,,,,,,,,,2023-08-03,LPBB18,808177,True,,5,,,18:00:00,14:30:00,018,
Espace de la Faïencerie,35 Avenue John Kennedy,62200 BOULOGNE SUR MER,Espace de la Faïencerie,Espace de la Faïencerie 35 Avenue John Kennedy 62200 BOULOGNE SUR MER,True,False,False,LPBB05,5032762,50.71416473388672,1.6144726276397705,BOULOGNE SUR MER Matin,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-06-29,LPBB05,802890,True,,7,14:00:00,10:00:00,,,018,
Espace de la Faïencerie,35 Avenue John Kennedy,62200 BOULOGNE SUR MER,Espace de la Faïencerie,Espace de la Faïencerie 35 Avenue John Kennedy 62200 BOULOGNE SUR MER,True,False,False,LPBB05,5032762,50.71416473388672,1.6144726276397705,BOULOGNE SUR MER Matin,,,018,EFS Haut de France-Normandie,7,,,,,,,,,2023-06-30,LPBB05,802892,True,,7,14:00:00,10:00:00,,,018,
Espace de la Faïencerie,35 Avenue John Kennedy,62200 BOULOGNE SUR MER,Espace de la Faïencerie,Espace de la Faïencerie 35 Avenue John Kennedy 62200 BOULOGNE SUR MER,True,False,False,LPBB05,5032764,50.71416473388672,1.6144726276397705,BOULOGNE SUR MER Après Midi,,,018,EFS Haut de France-Normandie,8,,,,,,,,,2023-06-29,LPBB05,802891,True,,8,,,17:30:00,14:00:00,018,
Espace de la Faïencerie,35 Avenue John Kennedy,62200 BOULOGNE SUR MER,Espace de la Faïencerie,Espace de la Faïencerie 35 Avenue John Kennedy 62200 BOULOGNE SUR MER,True,False,False,LPBB05,5032764,50.71416473388672,1.6144726276397705,BOULOGNE SUR MER Après Midi,,,018,EFS Haut de France-Normandie,8,,,,,,,,,2023-06-30,LPBB05,802893,True,,8,,,17:30:00,14:00:00,018,
,Place Victor Hugo,53110 LASSAY LES CHATEAUX,Salle Multifonction,Place Victor Hugo 53110 LASSAY LES CHATEAUX,True,False,False,O53038,5035890,48.434776306152344,-0.49353739619255066,Salle Multifonction,,,023,EFS Centre-Pays de la Loire,5,,,,,,,,,2023-06-12,O53038,816874,True,,5,,,18:45:00,15:15:00,023,
,Place Victor Hugo,53110 LASSAY LES CHATEAUX,Salle Multifonction,Place Victor Hugo 53110 LASSAY LES CHATEAUX,True,False,False,O53038,5035890,48.434776306152344,-0.49353739619255066,Salle Multifonction,,,023,EFS Centre-Pays de la Loire,5,,,,,,,,,2023-08-09,O53038,801736,True,,5,,,18:45:00,15:15:00,023,
,Rue Principale,37510 SAVONNIERES,Espace Mame ,Rue Principale 37510 SAVONNIERES,True,False,False,G37078,5029164,47.34799575805664,0.5461230874061584,Espace Mame,,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-06-02,G37078,798806,True,,2,,,19:00:00,15:00:00,023,
,Rue Principale,37510 SAVONNIERES,Espace Mame ,Rue Principale 37510 SAVONNIERES,True,False,False,G37078,5029164,47.34799575805664,0.5461230874061584,Espace Mame,,,023,EFS Centre-Pays de la Loire,2,,,,,,,,,2023-08-14,G37078,798807,True,,2,,,19:00:00,15:00:00,023,
