location_address1,location_address2,location_city,location_convocationLabel,location_fullAddress,location_giveBlood,location_givePlasma,location_givePlatelet,location_groupCode,location_id,location_latitude,location_longitude,location_name,location_phone,location_postCode,location_regionCode,location_regionName,location_samplingLocationCode,location_horaires,location_infos,location_metro,location_bus,location_tram,location_parking,location_debutInfos,location_finInfos,collection_date,collection_groupCode,collection_id,collection_isPublic,collection_isPublishable,collection_lpCode,collection_morningEndTime,collection_morningStartTime,collection_afternoonEndTime,collection_afternoonStartTime,collection_regionCode,collection_nature
,6 CHEMIN DES CANAUX,30230 RODILHAN,SALLE DES AIGRETTES,6 CHEMIN DES CANAUX 30230 RODILHAN,True,False,False,P30082,5042096,43.8232536315918,4.432528018951416,SALLE DES AIGRETTES,,,021,EFS Occitanie,4518,,,,,,,,,2023-06-28,P30082,877011,True,,4518,19:30:00,14:30:00,,,021,
,Place du Marché,13870 ROGNONAS,Centre Culturel,Place du Marché 13870 ROGNONAS,True,False,False,A13243,5007372,43.8986930847168,4.804258823394775,Soir C Culturel,,,011,EFS PACA-Corse,3,,,,,,,,,2023-06-22,A13243,810421,True,,3,,,19:30:00,15:00:00,011,
,3 BIS BOULEVARD HENRI ZIEGLER,31700 BLAGNAC,ACCENTURE (SALLES JOHNSON-RICH ET NAVIER-STOCKES),3 BIS BOULEVARD HENRI ZIEGLER 31700 BLAGNAC,True,False,False,P31652,5041974,43.66231155395508,1.3630485534667969,SALLES M,,,021,EFS Occitanie,1,,,,,,,,,2023-06-01,P31652,878285,True,,1,12:30:00,09:30:00,,,021,
,3 BIS BOULEVARD HENRI ZIEGLER,31700 BLAGNAC,ACCENTURE (SALLES JOHNSON-RICH ET NAVIER-STOCKES),3 BIS BOULEVARD HENRI ZIEGLER 31700 BLAGNAC,True,False,False,P31652,5042054,43.66231155395508,1.3630485534667969,SALLE AM,,,021,EFS Occitanie,2,,,,,,,,,2023-06-01,P31652,878576,,,2,,,16:00:00,14:00:00,021,
,40 chemin de la mairie,40200 AUREILHAN,SALLE LOELIA,40 chemin de la mairie 40200 AUREILHAN,True,False,False,CM0184,5017523,44.21884536743164,-1.2041159868240356,SALLE LOELIA AUREILHAN,,,013,EFS Nouvelle Aquitaine,6,,,,,,,,,2023-08-08,CM0184,820965,True,,6,13:00:00,09:30:00,,,013,
,ALLEE ANTOINE CANDELA,31850 MONTRABE,SALLE DE L'ACCENT (PRES DE LA POSTE),ALLEE ANTOINE CANDELA 31850 MONTRABE,True,False,False,P31063,4992086,43.64512634277344,1.5264686346054077,SALLE DE L'ACCENT AM,,,021,EFS Occitanie,6,,,,,,,,,2023-06-05,P31063,826997,True,,6,,,19:00:00,14:00:00,021,
,PLACE FREDERIC MISTRAL,30540 MILHAUD,CENTRE SOCIO-CULTUREL,PLACE FREDERIC MISTRAL 30540 MILHAUD,True,False,False,P30065,4973681,43.790435791015625,4.309296131134033,*CTRE SOCIO-CULTUREL (SOIR),,,021,EFS Occitanie,1193,,,,,,,,,2023-06-01,P30065,827520,True,,1193,19:00:00,13:30:00,,,021,
,PLACE FREDERIC MISTRAL,30540 MILHAUD,CENTRE SOCIO-CULTUREL,PLACE FREDERIC MISTRAL 30540 MILHAUD,True,False,False,P30065,4973681,43.790435791015625,4.309296131134033,*CTRE SOCIO-CULTUREL (SOIR),,,021,EFS Occitanie,1193,,,,,,,,,2023-08-03,P30065,827521,True,,1193,19:00:00,13:30:00,,,021,
,25 CHEMIN DE PALEFICAT,31200 TOULOUSE,SCLE SFE (BATIMENT EOLE),25 CHEMIN DE PALEFICAT 31200 TOULOUSE,True,False,False,P31516,5042188,43.64885330200195,1.4629931449890137,BATIMENT EOLE,,,021,EFS Occitanie,2,,,,,,,,,2023-06-23,P31516,880835,True,,2,13:30:00,08:30:00,,,021,
STADE PIERRE FABRE,RUE DES FRERES NICOULEAU,81100 CASTRES,CASTRES OLYMPIQUE ,STADE PIERRE FABRE RUE DES FRERES NICOULEAU 81100 CASTRES,True,False,False,P81100,5041988,43.610511779785156,2.2522008419036865,MARDI CO,,,021,EFS Occitanie,26,,,,,,,,,2023-06-20,P81100,838888,,,26,,,18:30:00,13:30:00,021,
STADE PIERRE FABRE,RUE DES FRERES NICOULEAU,81100 CASTRES,CASTRES OLYMPIQUE ,STADE PIERRE FABRE RUE DES FRERES NICOULEAU 81100 CASTRES,True,False,False,P81100,5041979,43.610511779785156,2.2522008419036865,LUNDI CO,,,021,EFS Occitanie,25,,,,,,,,,2023-06-19,P81100,838887,True,,25,13:30:00,09:00:00,,,021,
STADE PIERRE FABRE,RUE DES FRERES NICOULEAU,81100 CASTRES,CASTRES OLYMPIQUE ,STADE PIERRE FABRE RUE DES FRERES NICOULEAU 81100 CASTRES,True,False,False,P81100,5041995,43.610511779785156,2.2522008419036865,MERCREDI CO,,,021,EFS Occitanie,27,,,,,,,,,2023-06-21,P81100,838889,,,27,,,18:30:00,13:30:00,021,
STADE PIERRE FABRE,RUE DES FRERES NICOULEAU,81100 CASTRES,CASTRES OLYMPIQUE ,STADE PIERRE FABRE RUE DES FRERES NICOULEAU 81100 CASTRES,True,False,False,P81100,5042013,43.610511779785156,2.2522008419036865,JEUDI CO,,,021,EFS Occitanie,28,,,,,,,,,2023-06-22,P81100,838890,,,28,,,18:30:00,13:30:00,021,
,COURS JEAN JAURES,30129 MANDUEL,CENTRE DES GARRIGUES,COURS JEAN JAURES 30129 MANDUEL,True,False,False,P30061,4987493,43.81856155395508,4.4725470542907715,*CENTRE LES GARRIGUES,,,021,EFS Occitanie,1187,,,,,,,,,2023-06-13,P30061,827023,True,,1187,19:30:00,14:30:00,,,021,
,60 AVENUE DU SIDOBRE,81100 CASTRES,PARC DES EXPOSITIONS SALLE DE RESTAURANT,60 AVENUE DU SIDOBRE 81100 CASTRES,True,False,False,P81100,5040849,43.61017608642578,2.260591506958008,MARDI,,,021,EFS Occitanie,22,,,,,,,,,2023-05-23,P81100,838884,,,22,,,18:30:00,13:30:00,021,
,60 AVENUE DU SIDOBRE,81100 CASTRES,PARC DES EXPOSITIONS SALLE DE RESTAURANT,60 AVENUE DU SIDOBRE 81100 CASTRES,True,False,False,P81100,5040849,43.61017608642578,2.260591506958008,MARDI,,,021,EFS Occitanie,22,,,,,,,,,2023-07-25,P81100,838900,,,22,,,18:30:00,13:30:00,021,
,60 AVENUE DU SIDOBRE,81100 CASTRES,PARC DES EXPOSITIONS SALLE DE RESTAURANT,60 AVENUE DU SIDOBRE 81100 CASTRES,True,False,False,P81100,5040856,43.61017608642578,2.260591506958008,MERCREDI,,,021,EFS Occitanie,23,,,,,,,,,2023-05-24,P81100,838885,,,23,,,18:30:00,13:30:00,021,
,60 AVENUE DU SIDOBRE,81100 CASTRES,PARC DES EXPOSITIONS SALLE DE RESTAURANT,60 AVENUE DU SIDOBRE 81100 CASTRES,True,False,False,P81100,5040856,43.61017608642578,2.260591506958008,MERCREDI,,,021,EFS Occitanie,23,,,,,,,,,2023-07-26,P81100,838902,,,23,,,18:30:00,13:30:00,021,
,60 AVENUE DU SIDOBRE,81100 CASTRES,PARC DES EXPOSITIONS SALLE DE RESTAURANT,60 AVENUE DU SIDOBRE 81100 CASTRES,True,False,False,P81100,5040846,43.61017608642578,2.260591506958008,LUNDI,,,021,EFS Occitanie,21,,,,,,,,,2023-05-22,P81100,838883,True,,21,13:30:00,09:00:00,,,021,
,60 AVENUE DU SIDOBRE,81100 CASTRES,PARC DES EXPOSITIONS SALLE DE RESTAURANT,60 AVENUE DU SIDOBRE 81100 CASTRES,True,False,False,P81100,5040846,43.61017608642578,2.260591506958008,LUNDI,,,021,EFS Occitanie,21,,,,,,,,,2023-07-24,P81100,838899,True,,21,13:30:00,09:00:00,,,021,
,60 AVENUE DU SIDOBRE,81100 CASTRES,PARC DES EXPOSITIONS SALLE DE RESTAURANT,60 AVENUE DU SIDOBRE 81100 CASTRES,True,False,False,P81100,5040866,43.61017608642578,2.260591506958008,JEUDI,,,021,EFS Occitanie,24,,,,,,,,,2023-05-25,P81100,838886,,,24,,,18:30:00,13:30:00,021,
,60 AVENUE DU SIDOBRE,81100 CASTRES,PARC DES EXPOSITIONS SALLE DE RESTAURANT,60 AVENUE DU SIDOBRE 81100 CASTRES,True,False,False,P81100,5040866,43.61017608642578,2.260591506958008,JEUDI,,,021,EFS Occitanie,24,,,,,,,,,2023-07-27,P81100,838903,,,24,,,18:30:00,13:30:00,021,
,1 RUE LOUIS BLERIOT,31702 BLAGNAC,SAFRAN (AMPHI 1 ET 2),1 RUE LOUIS BLERIOT 31702 BLAGNAC,True,False,False,P31396,5036182,43.65177536010742,1.3654860258102417,AMPHI 1 ET 2 M,,,021,EFS Occitanie,7,,,,,,,,,2023-06-06,P31396,831195,False,,7,12:00:00,08:30:00,,,021,
SALLES 206-207-208,740 chemin des Meinajaries,84000 AVIGNON ,G.I.P.E.S d' Avjgnon ,SALLES 206-207-208 740 chemin des Meinajaries 84000 AVIGNON ,True,False,False,AZ1471,5039084,43.90824890136719,4.8913893699646,GIPES 12h 17h,,,011,EFS PACA-Corse,4,,,,,,,,,2023-05-31,AZ1471,881636,True,,4,,,17:00:00,12:00:00,011,
,ALLEE DE LA LIBERTE,34160 SAINT DREZERY,SALLE GEORGES BRASSENS,ALLEE DE LA LIBERTE 34160 SAINT DREZERY,True,False,False,P34OC1,4972913,43.729671478271484,3.9825172424316406,*SALLE GEORGES BRASSENS,,,021,EFS Occitanie,3,,,,,,,,,2023-07-03,P34OC1,826714,True,,3,19:30:00,14:00:00,,,021,
,ROUTE DE GALLARGUES,30470 AIMARGUES,EMINENCE (CAMION PARKING PRÈS DE LA CANTINE),ROUTE DE GALLARGUES 30470 AIMARGUES,True,False,False,P30236,4989259,43.752498626708984,4.1329193115234375,CAMION SUR LE PARKING,,,021,EFS Occitanie,1328,,,,,,,,,2023-06-06,P30236,883047,True,,1328,14:00:00,10:00:00,,,021,
,PLACE DU BOIRET,31700 CORNEBARRIEU,FOYER DE L'AUSSONNELLE,PLACE DU BOIRET 31700 CORNEBARRIEU,True,False,False,P31029,4973708,43.65176010131836,1.3243474960327148,FOYER DE L'AUSSONNELLE AM,,,021,EFS Occitanie,4,,,,,,,,,2023-07-07,P31029,815275,True,,4,,,19:00:00,14:00:00,021,
,RUE DE LA SOULEIADO,30132 CAISSARGUES,SALLE BEDOS,RUE DE LA SOULEIADO 30132 CAISSARGUES,True,False,False,P30027,4972851,43.79356002807617,4.37819766998291,*SALLE BEDOS,,,021,EFS Occitanie,1145,,,,,,,,,2023-06-20,P30027,824287,True,,1145,19:30:00,14:00:00,,,021,
,190 cours Gambetta,84250 LE THOR,"Mairie, salle du Conseil Municipal",190 cours Gambetta 84250 LE THOR,True,False,False,A84047,5032616,43.928466796875,4.993228912353516,Salle Conseil Municipal,,,011,EFS PACA-Corse,7,,,,,,,,,2023-05-24,A84047,806920,True,,7,,,19:30:00,15:00:00,011,
,190 cours Gambetta,84250 LE THOR,"Mairie, salle du Conseil Municipal",190 cours Gambetta 84250 LE THOR,True,False,False,A84047,5032616,43.928466796875,4.993228912353516,Salle Conseil Municipal,,,011,EFS PACA-Corse,7,,,,,,,,,2023-07-27,A84047,806921,True,,7,,,19:30:00,15:00:00,011,
,RUE ST LAURENT,30300 JONQUIERES SAINT VINCENT,CENTRE SOCIO-CULTUREL,RUE ST LAURENT 30300 JONQUIERES SAINT VINCENT,True,False,False,P30053,5041696,43.82939910888672,4.565199851989746,CENTRE SOCIO-CULTUREL,,,021,EFS Occitanie,1177,,,,,,,,,2023-05-24,P30053,872454,True,,1177,19:30:00,14:30:00,,,021,
,PARC MUNICIPAL,30230 BOUILLARGUES,SALLE DE LA BERGERIE,PARC MUNICIPAL 30230 BOUILLARGUES,True,False,False,P30021,4973953,43.799102783203125,4.435238838195801,*SALLE DE LA BERGERIE,,,021,EFS Occitanie,1141,,,,,,,,,2023-07-11,P30021,823891,True,,1141,19:30:00,14:00:00,,,021,
,RUE DES SPORTS,31700 BLAGNAC,CHAPITEAU DES RAMIERS,RUE DES SPORTS 31700 BLAGNAC,True,False,False,P31012,5032796,43.637847900390625,1.4006249904632568,CHAPITEAU DES RAMIERS,,,021,EFS Occitanie,7,,,,,,,,,2023-05-13,P31012,822634,True,,7,15:30:00,09:00:00,,,021,
,PLACE DES ARTS,31700 BLAGNAC,ESPACE DES CAOUECS,PLACE DES ARTS 31700 BLAGNAC,True,False,False,P31012,5033907,43.635154724121094,1.3980920314788818,ESPACE DES CAOUECS SAM,,,021,EFS Occitanie,8,,,,,,,,,2023-07-15,P31012,822638,True,,8,15:30:00,09:00:00,,,021,
,PLACE DU 8 MAI 1945,34730 PRADES LE LEZ,MAIRIE (SALLE DU CONSEIL),PLACE DU 8 MAI 1945 34730 PRADES LE LEZ,True,False,False,P34IB2,4973460,43.697410583496094,3.8643763065338135,MAIRIE - SALLE DU CONSEIL,,,021,EFS Occitanie,951,,,,,,,,,2023-06-29,P34IB2,826709,True,,951,19:30:00,14:00:00,,,021,
,Avenue de la Libération,13160 CHATEAURENARD,Salle de l'Etoile,Avenue de la Libération 13160 CHATEAURENARD,True,False,False,A13388,5031215,43.88568115234375,4.862631320953369,Salle de l'étoile SOIR,,,011,EFS PACA-Corse,2,,,,,,,,,2023-05-16,A13388,805853,True,,2,,,19:30:00,15:00:00,011,
,Avenue de la Libération,13160 CHATEAURENARD,Salle de l'Etoile,Avenue de la Libération 13160 CHATEAURENARD,True,False,False,A13388,5031215,43.88568115234375,4.862631320953369,Salle de l'étoile SOIR,,,011,EFS PACA-Corse,2,,,,,,,,,2023-07-18,A13388,805854,True,,2,,,19:30:00,15:00:00,011,
,COURS LIBERTÉ,34725 SAINT ANDRE DE SANGONIS,SALLE DES FÊTES - COURS LIBERTÉ,COURS LIBERTÉ 34725 SAINT ANDRE DE SANGONIS,True,False,False,P34EC2,4973450,43.651771545410156,3.503974199295044,SALLE DES FÊTES,,,021,EFS Occitanie,959,,,,,,,,,2023-05-10,P34EC2,827576,True,,959,19:30:00,14:30:00,,,021,
,COURS LIBERTÉ,34725 SAINT ANDRE DE SANGONIS,SALLE DES FÊTES - COURS LIBERTÉ,COURS LIBERTÉ 34725 SAINT ANDRE DE SANGONIS,True,False,False,P34EC2,4973450,43.651771545410156,3.503974199295044,SALLE DES FÊTES,,,021,EFS Occitanie,959,,,,,,,,,2023-07-10,P34EC2,827577,True,,959,19:30:00,14:30:00,,,021,
,10 BOULEVARD DU MOULIN,34150 GIGNAC,SALLE DU CHAI DE LA GARE,10 BOULEVARD DU MOULIN 34150 GIGNAC,True,False,False,P34JA1,5038084,43.65650177001953,3.5486199855804443,SALLE DU CHAI DE LA GARE,,,021,EFS Occitanie,5,,,,,,,,,2023-07-06,P34JA1,826689,True,,5,19:30:00,14:30:00,,,021,
,"6, AVENUE ALBERT DURAND",31700 BLAGNAC,ORANGE (SALLE RESTAURATION 1ER ÉTAGE),"6, AVENUE ALBERT DURAND 31700 BLAGNAC",True,False,False,P31262,5039367,43.634033203125,1.3766498565673828,SALLE DE RESTAURATION 1ER ÉTAG,,,021,EFS Occitanie,3381,,,,,,,,,2023-05-30,P31262,874787,False,,3381,13:30:00,08:30:00,,,021,
,2 AVENUE DE LA GARE,40200 MIMIZAN,AU FORUM,2 AVENUE DE LA GARE 40200 MIMIZAN,True,False,False,CM0184,5022822,44.200416564941406,-1.2280088663101196,AU FORUM ,,,013,EFS Nouvelle Aquitaine,1619,,,,,,,,,2023-07-07,CM0184,820956,True,,1619,,,19:00:00,15:30:00,013,
,60 RUE ST JEAN,31130 BALMA,CAMPUS ORANGE TOLOSA (ALCOVE D),60 RUE ST JEAN 31130 BALMA,True,False,False,P31638,5039233,43.62359619140625,1.4879162311553955,ALCOVE D,,,021,EFS Occitanie,1,,,,,,,,,2023-06-06,P31638,825250,False,,1,13:30:00,08:00:00,,,021,
,"167, AV DES MINIMES ( PKG COURRIER)",31500 TOULOUSE,LA POSTE LES MINIMES (SALLE DE REUNION DAST),"167, AV DES MINIMES ( PKG COURRIER) 31500 TOULOUSE",True,False,False,P31266,5042341,43.62602615356445,1.433859944343567,SALLE DE REUNION DAST,,,021,EFS Occitanie,3392,,,,,,,,,2023-06-27,P31266,877594,False,,3392,13:00:00,08:30:00,,,021,
,PLACE FERDINAND FABRE,34600 BEDARIEUX,SALLE LEO FERRE,PLACE FERDINAND FABRE 34600 BEDARIEUX,True,False,False,P34BA2,4974250,43.61723327636719,3.1588377952575684,SALLE LÉO FERRÉ (SOIR),,,021,EFS Occitanie,75,,,,,,,,,2023-07-05,P34BA2,827246,True,,75,18:30:00,13:00:00,,,021,
,155 ROUTE DE COLOMIERS,31700 CORNEBARRIEU,DAHER (AIRLOG 2 - CELLULE 5),155 ROUTE DE COLOMIERS 31700 CORNEBARRIEU,True,False,False,P31634,5037900,43.630653381347656,1.3345249891281128,AIRLOG 2,,,021,EFS Occitanie,1,,,,,,,,,2023-06-28,P31634,832189,False,,1,13:30:00,08:30:00,,,021,
(DERRIERE LA GENDARMERIE),RUE DES VERRIES,34980 SAINT-GELY-DU-FESC,HALLE DES SPORTS DES VERRIES - SALLE DE RECEPTION,(DERRIERE LA GENDARMERIE) RUE DES VERRIES 34980 SAINT-GELY-DU-FESC,True,False,False,P34UB1,5038078,43.680419921875,3.808720111846924,HALLE DES SPORTS,,,021,EFS Occitanie,7,,,,,,,,,2023-05-12,P34UB1,827595,True,,7,19:30:00,13:30:00,,,021,
(DERRIERE LA GENDARMERIE),RUE DES VERRIES,34980 SAINT-GELY-DU-FESC,HALLE DES SPORTS DES VERRIES - SALLE DE RECEPTION,(DERRIERE LA GENDARMERIE) RUE DES VERRIES 34980 SAINT-GELY-DU-FESC,True,False,False,P34UB1,5038078,43.680419921875,3.808720111846924,HALLE DES SPORTS,,,021,EFS Occitanie,7,,,,,,,,,2023-07-21,P34UB1,827596,True,,7,19:30:00,13:30:00,,,021,
,"47, CHEMIN ST JEAN",31130 BALMA,DGA TECHNIQUES AERONAUTIQUES (CAMION SUR PARKING),"47, CHEMIN ST JEAN 31130 BALMA",True,False,False,P31144,5039015,43.6165885925293,1.4930745363235474,CAMION SUR PARKING,,,021,EFS Occitanie,5,,,,,,,,,2023-05-31,P31144,872085,False,,5,13:30:00,10:00:00,,,021,
,Rue des Combes,04200 SISTERON,Salle de l'Alcazar,Rue des Combes 04200 SISTERON,True,False,False,A04033,4969092,44.19645309448242,5.939870834350586,SISTERON - Alcazar,,,011,EFS PACA-Corse,2037,,,,,,,,,2023-06-29,A04033,824080,True,,2037,12:30:00,08:00:00,,,011,
,Rue des Combes,04200 SISTERON,Salle de l'Alcazar,Rue des Combes 04200 SISTERON,True,False,False,A04033,4969092,44.19645309448242,5.939870834350586,SISTERON - Alcazar,,,011,EFS PACA-Corse,2037,,,,,,,,,2023-07-25,A04033,824101,True,,2037,12:30:00,08:00:00,,,011,
,Avenue Léon Reboul,84800 L ISLE SUR LA SORGUE,Salle des fêtes,Avenue Léon Reboul 84800 L ISLE SUR LA SORGUE,True,False,False,A84042,5010615,43.92301940917969,5.0528106689453125,S Fêtes Soir,,,011,EFS PACA-Corse,6,,,,,,,,,2023-05-17,A84042,805205,True,,6,,,19:30:00,15:00:00,011,
,Chemin des Névons,84800 L ISLE SUR LA SORGUE,Salle des Névons,Chemin des Névons 84800 L ISLE SUR LA SORGUE,True,False,False,A84042,4980438,43.92301940917969,5.0528106689453125,Névons  Soir,,,011,EFS PACA-Corse,4,,,,,,,,,2023-06-15,A84042,805206,True,,4,,,19:30:00,15:00:00,011,
,Chemin des Névons,84800 L ISLE SUR LA SORGUE,Salle des Névons,Chemin des Névons 84800 L ISLE SUR LA SORGUE,True,False,False,A84042,4980438,43.92301940917969,5.0528106689453125,Névons  Soir,,,011,EFS PACA-Corse,4,,,,,,,,,2023-06-16,A84042,827207,True,,4,,,19:30:00,15:00:00,011,
,Chemin des Névons,84800 L ISLE SUR LA SORGUE,Salle des Névons,Chemin des Névons 84800 L ISLE SUR LA SORGUE,True,False,False,A84042,4980438,43.92301940917969,5.0528106689453125,Névons  Soir,,,011,EFS PACA-Corse,4,,,,,,,,,2023-07-13,A84042,805207,True,,4,,,19:30:00,15:00:00,011,
,Chemin des Névons,84800 L ISLE SUR LA SORGUE,Salle des Névons,Chemin des Névons 84800 L ISLE SUR LA SORGUE,True,False,False,A84042,4980438,43.92301940917969,5.0528106689453125,Névons  Soir,,,011,EFS PACA-Corse,4,,,,,,,,,2023-08-11,A84042,805209,True,,4,,,19:30:00,15:00:00,011,
,PLACE DE LA REPUBLIQUE,30310 VERGEZE,HOTEL DE VILLE (ESPACE REPUBLIQUE),PLACE DE LA REPUBLIQUE 30310 VERGEZE,True,False,False,P30125,4973965,43.74291229248047,4.220221996307373,*HOTEL DE VILLE,,,021,EFS Occitanie,1265,,,,,,,,,2023-05-30,P30125,827656,True,,1265,19:30:00,14:00:00,,,021,
STADE ERNEST WALLON,114 RUE DES TROENES,31200 TOULOUSE,STADE TOULOUSAIN (SALLE PRAIRIE DES FILTRES),STADE ERNEST WALLON 114 RUE DES TROENES 31200 TOULOUSE,True,False,False,P31635,5038538,43.62143325805664,1.4147454500198364,SALLE PRAIRIE DES FILTRES,,,021,EFS Occitanie,2,,,,,,,,,2023-06-26,P31635,877600,True,,2,,,18:00:00,13:00:00,021,
,Rue du Calada,13690 GRAVESON,Salle Polyvalente - Salle Raoul BONJEAN,Rue du Calada 13690 GRAVESON,True,False,False,A13212,5011342,43.85268783569336,4.770864486694336,POLY soir,,,011,EFS PACA-Corse,3,,,,,,,,,2023-05-12,A13212,809437,True,,3,,,19:30:00,15:00:00,011,
,Rue du Calada,13690 GRAVESON,Salle Polyvalente - Salle Raoul BONJEAN,Rue du Calada 13690 GRAVESON,True,False,False,A13212,5011342,43.85268783569336,4.770864486694336,POLY soir,,,011,EFS PACA-Corse,3,,,,,,,,,2023-08-04,A13212,809508,True,,3,,,19:30:00,15:00:00,011,
,38 avenue Maurice Martin,40200 MIMIZAN PLAGE,SALLE MAURICE MARTIN DE L OIT,38 avenue Maurice Martin 40200 MIMIZAN PLAGE,True,False,False,CM0184,5037355,44.21287155151367,-1.2930537462234497,MIMIZAN ,,,013,EFS Nouvelle Aquitaine,3,,,,,,,,,2023-08-02,CM0184,820961,True,,3,13:30:00,10:00:00,,,013,
,RUE GABRIEL CLERC,31700 BLAGNAC,AIRBUS CAMPUS 3 (CAMION PARKING B55),RUE GABRIEL CLERC 31700 BLAGNAC,True,False,False,P31626,5038720,43.62276840209961,1.3829011917114258,CAMION PARKING B55 AM,,,021,EFS Occitanie,4,,,,,,,,,2023-06-22,P31626,833324,False,,4,,,16:30:00,12:00:00,021,
,RUE DE LA GARE,30670 AIGUES VIVES,SALLE MARIUS ECOLE,RUE DE LA GARE 30670 AIGUES VIVES,True,False,False,P30002,5040206,43.73426818847656,4.183010101318359,SALLE MARIUS ECOLE,,,021,EFS Occitanie,6727,,,,,,,,,2023-06-08,P30002,818742,True,,6727,19:30:00,14:00:00,,,021,
,Place du Marché,84510 CAUMONT SUR DURANCE,Salle Roger Orlando,Place du Marché 84510 CAUMONT SUR DURANCE,True,False,False,A84032,4974372,43.89330291748047,4.9482035636901855,Salle R.ORLANDO soir,,,011,EFS PACA-Corse,4,,,,,,,,,2023-07-06,A84032,806881,True,,4,,,19:30:00,15:00:00,011,
,35 AVENUE JEAN MONNET,31770 COLOMIERS,AIRBUS C. ADER (CAMION DE PRELEVEMENT),35 AVENUE JEAN MONNET 31770 COLOMIERS,True,False,False,P31115,5039225,43.624107360839844,1.3465256690979004,CAMION M,,,021,EFS Occitanie,4,,,,,,,,,2023-06-08,P31115,822605,False,,4,13:00:00,08:00:00,,,021,
,AVENUE DES ARENES,31130 BALMA,SALLE POLYVALENTE,AVENUE DES ARENES 31130 BALMA,True,False,False,P31008,5041932,43.611671447753906,1.4888834953308105,SALLE POLYVALENTE MAT ETE,,,021,EFS Occitanie,15,,,,,,,,,2023-06-15,P31008,826579,True,,15,13:30:00,08:30:00,,,021,
,AVENUE DES ARENES,31130 BALMA,SALLE POLYVALENTE,AVENUE DES ARENES 31130 BALMA,True,False,False,P31008,5041932,43.611671447753906,1.4888834953308105,SALLE POLYVALENTE MAT ETE,,,021,EFS Occitanie,15,,,,,,,,,2023-08-11,P31008,826582,True,,15,13:30:00,08:30:00,,,021,
,AVENUE DES ARENES,31130 BALMA,SALLE POLYVALENTE ,AVENUE DES ARENES 31130 BALMA,True,False,False,P31008,5042055,43.611671447753906,1.4888834953308105,SALLE POLYVALENTE MAT2 ETE,,,021,EFS Occitanie,16,,,,,,,,,2023-06-16,P31008,826581,,,16,13:30:00,08:30:00,,,021,
,Les Auches,04140 SEYNE,Maison des jeunes - Salle de Roche Close,Les Auches 04140 SEYNE,True,False,False,A04032,5036293,44.350284576416016,6.354495048522949,SEYNE -  MAISON DES JEUNES,,,011,EFS PACA-Corse,3,,,,,,,,,2023-06-20,A04032,824074,True,,3,12:30:00,08:00:00,,,011,
,Rue de la Mairie,13550 NOVES,"Mairie, salle des Expositions",Rue de la Mairie 13550 NOVES,True,False,False,A13230,4969344,43.87542724609375,4.901244163513184,EXPO soir,,,011,EFS PACA-Corse,4,,,,,,,,,2023-06-29,A13230,806460,True,,4,,,19:30:00,15:00:00,011,
,GRANDE RUE,30128 GARONS,MAIRIE (SALLE DES EVÊQUES),GRANDE RUE 30128 GARONS,True,False,False,P30048,4972924,43.770511627197266,4.423190593719482,*SALLE DES EVÊQUES - MAIRIE,,,021,EFS Occitanie,4,,,,,,,,,2023-07-05,P30048,825380,True,,4,19:00:00,14:30:00,,,021,
,6 RUE DE LA MAIRIE,30920 CODOGNAN,MAISON DU PEUPLE (FACE A LA MAIRIE),6 RUE DE LA MAIRIE 30920 CODOGNAN,True,False,False,P30035,5002384,43.732276916503906,4.218576431274414,MAISON DU PEUPLE,,,021,EFS Occitanie,1157,,,,,,,,,2023-07-21,P30035,867407,True,,1157,19:30:00,14:00:00,,,021,
,AVENUE PAUL BERT,34800 CLERMONT L HERAULT,SALLE GEORGES BRASSENS,AVENUE PAUL BERT 34800 CLERMONT L HERAULT,True,False,False,P34AA5,4971596,43.625732421875,3.4362897872924805,*SALLE G. BRASSENS  J2,,,021,EFS Occitanie,6707,,,,,,,,,2023-06-13,P34AA5,825277,,,6707,19:30:00,13:30:00,,,021,
,AVENUE PAUL BERT,34800 CLERMONT L HERAULT,SALLE GEORGES BRASSENS,AVENUE PAUL BERT 34800 CLERMONT L HERAULT,True,False,False,P34AA5,4969872,43.625732421875,3.4362897872924805,*SALLE G. BRASSENS J1,,,021,EFS Occitanie,4126,,,,,,,,,2023-06-12,P34AA5,825274,True,,4126,19:30:00,13:30:00,,,021,
,19 BD MOURCAYROL,34240 LAMALOU LES BAINS,CENTRE ULYSSE,19 BD MOURCAYROL 34240 LAMALOU LES BAINS,True,False,False,P34VA1,4970352,43.596256256103516,3.0809340476989746,CENTRE ULYSSE,,,021,EFS Occitanie,4067,,,,,,,,,2023-05-30,P34VA1,827612,True,,4067,19:00:00,14:30:00,,,021,
,AVENUE DE LA STATION,30660 GALLARGUES LE MONTUEUX,SALLE DE LA GARE,AVENUE DE LA STATION 30660 GALLARGUES LE MONTUEUX,True,False,False,P30047,5034283,43.72213363647461,4.1738409996032715,SALLE DE LA GARE,,,021,EFS Occitanie,3886,,,,,,,,,2023-06-30,P30047,826358,True,,3886,19:00:00,14:00:00,,,021,
,RUE DU PEYROU,34820 TEYRAN,SALLE DU PEYROU,RUE DU PEYROU 34820 TEYRAN,True,False,False,P34WB1,4969858,43.68092727661133,3.918755054473877,*SALLE DU PEYROU,,,021,EFS Occitanie,1044,,,,,,,,,2023-05-24,P34WB1,823834,True,,1044,19:30:00,14:30:00,,,021,
